track_id,frame_id,label,X,Y,Z,img_name,x,y,r,xrep,yrep,error,R3D
0,47,baya,-1.68856,5.90963,25.3671,001_VID_20230322_173621_47.png,373.737,881.847,21.6508,370.978,877.136,5.45941,0.54922
0,48,baya,-1.68856,5.90963,25.3671,001_VID_20230322_173621_48.png,372.148,888.667,20.4054,370.266,885.64,3.56434,0.54922
0,24,baya,-1.68856,5.90963,25.3671,001_VID_20230322_173621_24.png,326.877,786.106,19.5924,326.761,785.715,0.407697,0.54922
0,11,baya,-1.68856,5.90963,25.3671,001_VID_20230322_173621_11.png,350.382,754.926,18.0232,351.494,756.064,1.59086,0.54922
0,58,baya,-1.68856,5.90963,25.3671,001_VID_20230322_173621_58.png,331.233,928.844,20.8834,332.591,925.115,3.96823,0.54922
0,61,baya,-1.68856,5.90963,25.3671,001_VID_20230322_173621_61.png,310.91,923.165,23.9126,310.549,915.247,7.9267,0.54922
0,53,baya,-1.68856,5.90963,25.3671,001_VID_20230322_173621_53.png,353.61,924.1,21.5645,354.049,918.63,5.48765,0.54922
0,40,baya,-1.68856,5.90963,25.3671,001_VID_20230322_173621_40.png,356.401,855.056,20.3248,355.527,850.774,4.37092,0.54922
0,29,baya,-1.68856,5.90963,25.3671,001_VID_20230322_173621_29.png,327.707,807.394,18.4135,327.728,807.491,0.0987946,0.54922
0,22,baya,-1.68856,5.90963,25.3671,001_VID_20230322_173621_22.png,327.124,779.852,18.3153,327.346,781.198,1.36454,0.54922
0,52,baya,-1.68856,5.90963,25.3671,001_VID_20230322_173621_52.png,358.988,917.711,21.0458,360.546,912.448,5.48837,0.54922
0,39,baya,-1.68856,5.90963,25.3671,001_VID_20230322_173621_39.png,353.198,855.056,20.8654,352.333,851.758,3.41005,0.54922
0,20,baya,-1.68856,5.90963,25.3671,001_VID_20230322_173621_20.png,332.173,778.862,19.3439,330.929,779.416,1.36203,0.54922
0,36,baya,-1.68856,5.90963,25.3671,001_VID_20230322_173621_36.png,337.909,850.751,19.3048,338.119,848.88,1.88296,0.54922
0,42,baya,-1.68856,5.90963,25.3671,001_VID_20230322_173621_42.png,366.224,854.932,19.417,365.538,852.169,2.84687,0.54922
0,49,baya,-1.68856,5.90963,25.3671,001_VID_20230322_173621_49.png,372.2,896.873,22.3151,370.616,892.944,4.23582,0.54922
0,32,baya,-1.68856,5.90963,25.3671,001_VID_20230322_173621_32.png,327.955,829.176,20.2398,329.341,828.466,1.55681,0.54922
0,8,baya,-1.68856,5.90963,25.3671,001_VID_20230322_173621_8.png,376.577,745.105,18.2041,378.383,747.702,3.16337,0.54922
0,18,baya,-1.68856,5.90963,25.3671,001_VID_20230322_173621_18.png,331.939,771.993,18.9928,333.323,772.676,1.54341,0.54922
0,46,baya,-1.68856,5.90963,25.3671,001_VID_20230322_173621_46.png,374.158,872.525,20.8712,372.73,867.638,5.09132,0.54922
0,28,baya,-1.68856,5.90963,25.3671,001_VID_20230322_173621_28.png,323.311,802.982,19.0482,323.87,801.788,1.31868,0.54922
0,13,baya,-1.68856,5.90963,25.3671,001_VID_20230322_173621_13.png,337.834,761.557,18.793,338.054,763.442,1.89771,0.54922
0,41,baya,-1.68856,5.90963,25.3671,001_VID_20230322_173621_41.png,358.638,855.06,20.9009,357.337,851.57,3.72463,0.54922
0,38,baya,-1.68856,5.90963,25.3671,001_VID_20230322_173621_38.png,346.625,856.49,20.2473,346.122,853.93,2.6091,0.54922
0,37,baya,-1.68856,5.90963,25.3671,001_VID_20230322_173621_37.png,341.479,855.292,21.1442,341.349,852.522,2.77362,0.54922
0,26,baya,-1.68856,5.90963,25.3671,001_VID_20230322_173621_26.png,319.334,797.149,19.3251,319.583,796.785,0.44126,0.54922
0,14,baya,-1.68856,5.90963,25.3671,001_VID_20230322_173621_14.png,334.883,762.775,18.8421,334.997,764.736,1.96485,0.54922
0,30,baya,-1.68856,5.90963,25.3671,001_VID_20230322_173621_30.png,330.318,814.204,19.2834,331.079,813.104,1.33762,0.54922
0,33,baya,-1.68856,5.90963,25.3671,001_VID_20230322_173621_33.png,327.046,834.84,18.6533,327.826,833.891,1.22844,0.54922
0,10,baya,-1.68856,5.90963,25.3671,001_VID_20230322_173621_10.png,359.469,751.297,19.1086,361.02,753.133,2.4038,0.54922
0,21,baya,-1.68856,5.90963,25.3671,001_VID_20230322_173621_21.png,327.196,779.37,19.1482,326.955,781.705,2.34739,0.54922
0,23,baya,-1.68856,5.90963,25.3671,001_VID_20230322_173621_23.png,326.462,781.395,18.0239,325.805,782.026,0.910798,0.54922
0,31,baya,-1.68856,5.90963,25.3671,001_VID_20230322_173621_31.png,330.414,821.503,19.7125,330.765,820.916,0.683676,0.54922
0,25,baya,-1.68856,5.90963,25.3671,001_VID_20230322_173621_25.png,322.438,792.29,19.3819,322.313,791.894,0.415691,0.54922
0,17,baya,-1.68856,5.90963,25.3671,001_VID_20230322_173621_17.png,331.848,770.507,19.2633,332.408,770.895,0.681791,0.54922
0,16,baya,-1.68856,5.90963,25.3671,001_VID_20230322_173621_16.png,332.049,768.763,19.4926,333.453,769.793,1.74076,0.54922
0,2,baya,-1.68856,5.90963,25.3671,001_VID_20230322_173621_2.png,438.271,725.408,19.5381,439.469,727.25,2.19742,0.54922
0,1,baya,-1.68856,5.90963,25.3671,001_VID_20230322_173621_1.png,447.586,723.501,19.7902,448.064,726.092,2.63511,0.54922
0,5,baya,-1.68856,5.90963,25.3671,001_VID_20230322_173621_5.png,409.609,732.237,19.6546,409.779,735.779,3.54616,0.54922
0,9,baya,-1.68856,5.90963,25.3671,001_VID_20230322_173621_9.png,368.201,748.167,18.7985,368.906,750.087,2.04528,0.54922
0,4,baya,-1.68856,5.90963,25.3671,001_VID_20230322_173621_4.png,420.088,727.306,19.4276,421.947,729.6,2.95198,0.54922
0,0,baya,-1.68856,5.90963,25.3671,001_VID_20230322_173621_0.png,443.804,728.737,18.8575,445.019,731.624,3.13309,0.54922
0,6,baya,-1.68856,5.90963,25.3671,001_VID_20230322_173621_6.png,398.997,737.392,18.9218,399.739,740.612,3.30426,0.54922
2,145,baya,-3.54268,-0.282212,23.5256,NULL,NULL,NULL,NULL,248.567,567.52,NULL,0.546426
2,92,baya,-3.54268,-0.282212,23.5256,NULL,NULL,NULL,NULL,236.643,611.943,NULL,0.546426
2,107,baya,-3.54268,-0.282212,23.5256,NULL,NULL,NULL,NULL,211.262,610.042,NULL,0.546426
2,74,baya,-3.54268,-0.282212,23.5256,NULL,NULL,NULL,NULL,235.247,608.671,NULL,0.546426
2,93,baya,-3.54268,-0.282212,23.5256,NULL,NULL,NULL,NULL,235.493,611.792,NULL,0.546426
2,97,baya,-3.54268,-0.282212,23.5256,NULL,NULL,NULL,NULL,227.68,608.274,NULL,0.546426
2,94,baya,-3.54268,-0.282212,23.5256,NULL,NULL,NULL,NULL,236.226,610.894,NULL,0.546426
2,98,baya,-3.54268,-0.282212,23.5256,NULL,NULL,NULL,NULL,224.303,607.5,NULL,0.546426
2,95,baya,-3.54268,-0.282212,23.5256,NULL,NULL,NULL,NULL,234.277,611.249,NULL,0.546426
2,103,baya,-3.54268,-0.282212,23.5256,NULL,NULL,NULL,NULL,214.197,602.772,NULL,0.546426
2,96,baya,-3.54268,-0.282212,23.5256,NULL,NULL,NULL,NULL,232.047,609.987,NULL,0.546426
2,102,baya,-3.54268,-0.282212,23.5256,NULL,NULL,NULL,NULL,216.236,603.417,NULL,0.546426
2,78,baya,-3.54268,-0.282212,23.5256,NULL,NULL,NULL,NULL,238.488,613.346,NULL,0.546426
2,99,baya,-3.54268,-0.282212,23.5256,NULL,NULL,NULL,NULL,220.488,607.154,NULL,0.546426
2,117,baya,-3.54268,-0.282212,23.5256,NULL,NULL,NULL,NULL,236.591,594.369,NULL,0.546426
2,100,baya,-3.54268,-0.282212,23.5256,NULL,NULL,NULL,NULL,218.05,606.497,NULL,0.546426
2,105,baya,-3.54268,-0.282212,23.5256,NULL,NULL,NULL,NULL,212.212,604.24,NULL,0.546426
2,64,baya,-3.54268,-0.282212,23.5256,001_VID_20230322_173621_64.png,211.712,654.315,24.7106,212.219,653.408,1.03927,0.546426
2,127,baya,-3.54268,-0.282212,23.5256,NULL,NULL,NULL,NULL,242.869,562.727,NULL,0.546426
2,101,baya,-3.54268,-0.282212,23.5256,NULL,NULL,NULL,NULL,217.318,604.853,NULL,0.546426
2,104,baya,-3.54268,-0.282212,23.5256,NULL,NULL,NULL,NULL,213.594,602.609,NULL,0.546426
2,118,baya,-3.54268,-0.282212,23.5256,NULL,NULL,NULL,NULL,239.826,590.812,NULL,0.546426
2,136,baya,-3.54268,-0.282212,23.5256,NULL,NULL,NULL,NULL,241.063,566.115,NULL,0.546426
2,108,baya,-3.54268,-0.282212,23.5256,NULL,NULL,NULL,NULL,209.338,612.821,NULL,0.546426
2,124,baya,-3.54268,-0.282212,23.5256,NULL,NULL,NULL,NULL,242.154,572.877,NULL,0.546426
2,143,baya,-3.54268,-0.282212,23.5256,NULL,NULL,NULL,NULL,242.957,565.477,NULL,0.546426
2,111,baya,-3.54268,-0.282212,23.5256,NULL,NULL,NULL,NULL,214.812,601.573,NULL,0.546426
2,106,baya,-3.54268,-0.282212,23.5256,NULL,NULL,NULL,NULL,210.691,606.467,NULL,0.546426
2,59,baya,-3.54268,-0.282212,23.5256,001_VID_20230322_173621_59.png,233.709,691.633,22.4627,235.677,691.377,1.98522,0.546426
2,85,baya,-3.54268,-0.282212,23.5256,NULL,NULL,NULL,NULL,239.845,620.285,NULL,0.546426
2,110,baya,-3.54268,-0.282212,23.5256,NULL,NULL,NULL,NULL,212.58,606.323,NULL,0.546426
2,109,baya,-3.54268,-0.282212,23.5256,NULL,NULL,NULL,NULL,210.556,610.861,NULL,0.546426
2,119,baya,-3.54268,-0.282212,23.5256,NULL,NULL,NULL,NULL,243.016,585.282,NULL,0.546426
2,120,baya,-3.54268,-0.282212,23.5256,NULL,NULL,NULL,NULL,244.013,580.491,NULL,0.546426
2,133,baya,-3.54268,-0.282212,23.5256,NULL,NULL,NULL,NULL,240.716,569.249,NULL,0.546426
2,112,baya,-3.54268,-0.282212,23.5256,NULL,NULL,NULL,NULL,217.692,599.845,NULL,0.546426
2,113,baya,-3.54268,-0.282212,23.5256,NULL,NULL,NULL,NULL,221.059,599.559,NULL,0.546426
2,73,baya,-3.54268,-0.282212,23.5256,001_VID_20230322_173621_73.png,233.356,615.24,21.7418,233.867,612.337,2.94753,0.546426
2,87,baya,-3.54268,-0.282212,23.5256,NULL,NULL,NULL,NULL,242.379,613.182,NULL,0.546426
2,130,baya,-3.54268,-0.282212,23.5256,NULL,NULL,NULL,NULL,245.057,558.635,NULL,0.546426
2,148,baya,-3.54268,-0.282212,23.5256,NULL,NULL,NULL,NULL,249.64,573.361,NULL,0.546426
2,121,baya,-3.54268,-0.282212,23.5256,NULL,NULL,NULL,NULL,244.078,578.638,NULL,0.546426
2,142,baya,-3.54268,-0.282212,23.5256,NULL,NULL,NULL,NULL,242.229,567.45,NULL,0.546426
2,137,baya,-3.54268,-0.282212,23.5256,NULL,NULL,NULL,NULL,242.386,562.143,NULL,0.546426
2,114,baya,-3.54268,-0.282212,23.5256,NULL,NULL,NULL,NULL,223.604,598.608,NULL,0.546426
2,115,baya,-3.54268,-0.282212,23.5256,NULL,NULL,NULL,NULL,229.039,598.417,NULL,0.546426
2,116,baya,-3.54268,-0.282212,23.5256,NULL,NULL,NULL,NULL,233.916,596.156,NULL,0.546426
2,122,baya,-3.54268,-0.282212,23.5256,NULL,NULL,NULL,NULL,243.579,577.558,NULL,0.546426
2,129,baya,-3.54268,-0.282212,23.5256,NULL,NULL,NULL,NULL,244.933,557.774,NULL,0.546426
2,65,baya,-3.54268,-0.282212,23.5256,001_VID_20230322_173621_65.png,213.742,647.201,24.4209,214.232,646.711,0.69362,0.546426
2,12,baya,-3.54268,-0.282212,23.5256,001_VID_20230322_173621_12.png,304.352,550.932,22.8757,304.751,552.143,1.27479,0.546426
2,123,baya,-3.54268,-0.282212,23.5256,NULL,NULL,NULL,NULL,243.322,575.313,NULL,0.546426
2,35,baya,-3.54268,-0.282212,23.5256,001_VID_20230322_173621_35.png,269.559,645.945,21.7793,269.381,645.951,0.178161,0.546426
2,51,baya,-3.54268,-0.282212,23.5256,001_VID_20230322_173621_51.png,296.237,678.578,21.3942,297.23,676.733,2.09511,0.546426
2,125,baya,-3.54268,-0.282212,23.5256,NULL,NULL,NULL,NULL,243.157,569.462,NULL,0.546426
2,56,baya,-3.54268,-0.282212,23.5256,001_VID_20230322_173621_56.png,260.535,701.183,23.5961,260.851,700.158,1.07226,0.546426
2,135,baya,-3.54268,-0.282212,23.5256,NULL,NULL,NULL,NULL,239.098,570.695,NULL,0.546426
2,126,baya,-3.54268,-0.282212,23.5256,NULL,NULL,NULL,NULL,243.479,565.739,NULL,0.546426
2,128,baya,-3.54268,-0.282212,23.5256,NULL,NULL,NULL,NULL,243.435,560.452,NULL,0.546426
2,81,baya,-3.54268,-0.282212,23.5256,NULL,NULL,NULL,NULL,243.583,611.011,NULL,0.546426
2,131,baya,-3.54268,-0.282212,23.5256,NULL,NULL,NULL,NULL,243.335,560.952,NULL,0.546426
2,146,baya,-3.54268,-0.282212,23.5256,NULL,NULL,NULL,NULL,249.887,571.647,NULL,0.546426
2,82,baya,-3.54268,-0.282212,23.5256,NULL,NULL,NULL,NULL,243.797,615.306,NULL,0.546426
2,138,baya,-3.54268,-0.282212,23.5256,NULL,NULL,NULL,NULL,243.226,561.16,NULL,0.546426
2,91,baya,-3.54268,-0.282212,23.5256,NULL,NULL,NULL,NULL,239.257,611.673,NULL,0.546426
2,54,baya,-3.54268,-0.282212,23.5256,001_VID_20230322_173621_54.png,273.431,695.07,22.824,274.061,694.518,0.837606,0.546426
2,149,baya,-3.54268,-0.282212,23.5256,NULL,NULL,NULL,NULL,241.413,560.344,NULL,0.546426
2,71,baya,-3.54268,-0.282212,23.5256,001_VID_20230322_173621_71.png,229.726,612.186,23.8622,231.174,612.275,1.45108,0.546426
2,140,baya,-3.54268,-0.282212,23.5256,NULL,NULL,NULL,NULL,242.921,561.803,NULL,0.546426
2,147,baya,-3.54268,-0.282212,23.5256,NULL,NULL,NULL,NULL,250.112,573.369,NULL,0.546426
2,80,baya,-3.54268,-0.282212,23.5256,NULL,NULL,NULL,NULL,241.897,610.513,NULL,0.546426
2,132,baya,-3.54268,-0.282212,23.5256,NULL,NULL,NULL,NULL,241.865,565.536,NULL,0.546426
2,75,baya,-3.54268,-0.282212,23.5256,NULL,NULL,NULL,NULL,236.439,608.154,NULL,0.546426
2,69,baya,-3.54268,-0.282212,23.5256,001_VID_20230322_173621_69.png,223.755,615.552,21.0795,228.677,615.474,4.92268,0.546426
2,144,baya,-3.54268,-0.282212,23.5256,NULL,NULL,NULL,NULL,245.982,564.603,NULL,0.546426
2,83,baya,-3.54268,-0.282212,23.5256,NULL,NULL,NULL,NULL,242.777,619.514,NULL,0.546426
